cpcflop_pacmania08,疯狂吃豆 (英国) [t2]
cpcflop_pacmania09,吃豆疯子
cpcflop_pacmanuk,吃豆人 (英国) [AM-Mag]
cpcflop_pacmanuk01,吃豆小精灵 (英国) (PD) [T and T]
cpcflop_pacmanxo,吃豆小精灵 (cr xor)
cpcflop_pang1990,气泡 (Ruediger Moeller)
cpcflop_panguk19,气泡 (英国) [Schneider Magazin]
cpcflop_panguk1901,气泡 (英国) (Cart)
cpcflop_panicdiz,惊恐眩晕 (英国)
cpcflop_panicdiz01,惊恐眩晕 (Codemasters)
cpcflop_panicdiz02,惊恐眩晕 (英国) [a1]
cpcflop_panzakic,潘萨拳击 (Fra) [原作]
cpcflop_panzakic01,潘萨拳击 (Fra)
cpcflop_panzakic02,潘萨拳击 (英国) (西班牙 零售 版本) [原作]
cpcflop_panzakic03,潘萨拳击 (英国)
cpcflop_panzakic04,"潘萨拳击 (Fra, 替换版)"
cpcflop_panzakic05,潘萨拳击 (Futura)(fr)[cr Pynard][t Pynard]
cpcflop_panzakic06,潘萨拳击 (Futura)
cpcflop_paperboy,送报童1 (Spa)
cpcflop_paperboy01,送报童1 (英国) (西班牙 零售 版本) [原作]
cpcflop_paperboy02,送报童1 (英国)
cpcflop_paperboy03,送报童2 (英国) [原作]
cpcflop_paperboy04,送报童2 (英国)
cpcflop_paperboy05,送报童2 (欧)
cpcflop_paperboy06,送报童1 (Elite Systems)[cr NPS]
cpcflop_paperboy07,送报童1 (Elite Systems)[t +2 A.P.A Soft]
cpcflop_paperboy08,送报童2 (Mindscape International)[cr XOR][t +2 XOR]
cpcflop_paperboy09,送报童2 (Mindscape International)[cr XOR][t +2 XOR][a]
cpcflop_paperboy0a,"送报童1 (英国, 替换版)"
cpcflop_paperboy0b,送报童2 (英国) [a1]
cpcflop_paperboy0c,送报童1
cpcflop_parachut,跳伞 (Fra) [Amstrad Jeux d'Action]
cpcflop_paranoia,妄想狂 (Fra)
cpcflop_paranoia01,妄想狂 (Power System)
cpcflop_paranoia02,妄想狂 (Power System)[a]
cpcflop_paranoia04,妄想狂 (Fra) [a1]
cpcflop_parisdak,巴黎 - 达喀尔拉力赛 (Spa) (128K) (CPM) [原作]
cpcflop_passings,网球绝招 - 近身攻击 (英国) (CPM) [原作]
cpcflop_passings01,网球绝招 - 近身攻击 (欧)
cpcflop_passings02,网球绝招 - 近身攻击 (Image Works)
cpcflop_passings03,网球绝招 - 近身攻击 (Image Works)[a]
cpcflop_passings04,网球绝招 - 近身攻击 (英国) [a1]
cpcflop_passings07,网球绝招 - 近身攻击 (Mirrorsoft)
cpcflop_patience,忍耐 (英国) (PD)
cpcflop_patience01,忍耐 (Robin Nixon)
cpcflop_pericode,佩里科·德尔加多骑行赛 (Spa) [原作]
cpcflop_pericode01,佩里科·德尔加多骑行赛 (Topo Soft)(es)
cpcflop_pericode02,佩里科·德尔加多骑行赛
cpcflop_peterpac,彼得帕克鼠 (英国)
cpcflop_peterpac01,彼得帕克鼠 (Silverbird Software)[t +2]
cpcflop_peterpac02,彼得老鼠 (英国)
cpcflop_peterpan,铁钩船长 (Fra) (128K) (2 faces) (CPM) [原作]
cpcflop_peterpan01,铁钩船长 (Fra) (128K) (2 faces) (西班牙 零售 版本) (CPM) [原作]
cpcflop_peterpan02,铁钩船长 (Fra) (Disk 1 of 2)
cpcflop_petershi,彼得·希尔顿的手球马拉多纳 (Fra) [Grandslam]
cpcflop_petershi01,彼得·希尔顿的手球马拉多纳 (英国) [Grandslam]
cpcflop_petershi02,彼得·希尔顿的手球马拉多纳 (Grandslam Entertainments)(fr)
cpcflop_petershi03,彼得·希尔顿的手球马拉多纳 (Grandslam Entertainments)
cpcflop_petershi04,彼得·希尔顿的手球马拉多纳 (Grandslam Entertainments)[a]
cpcflop_petershi05,彼得·希尔顿的手球马拉多纳 (英国) [a1]
cpcflop_phantoma,幻影 2 (Spa)
cpcflop_phantoma01,幻影传奇无限 (英国) (2006) (PD) [原作]
cpcflop_phantoma02,幻影传奇无限 (英国) (2006) (PD)
cpcflop_phantomc,幻影会 (英国) [原作] (Weak Sectors)
cpcflop_phantomc01,幻影会 (英国)
cpcflop_phantomc02,幻影会 (Ocean Software)
cpcflop_phileasf,斐利亚福克的气球之战 (英国)
cpcflop_phileasf02,斐利亚福克的气球之战 (Zeppelin Games)[master disk 1]
cpcflop_phileasf03,斐利亚福克的气球之战 (Zeppelin Games)[master disk 2]
cpcflop_phileasf04,斐利亚福克的气球之战 (英国) [a1]
cpcflop_phoenixu,凤凰 (英国) (128K) (CPM) (版本 6128)
cpcflop_pictiona,画图猜词游戏 (Fra) [原作]
cpcflop_pictiona01,画图猜词游戏 (Fra)
cpcflop_pictiona02,画图猜词游戏 (Spa) [原作]
cpcflop_pictiona03,"画图猜词游戏 (Fra, 替换版)"
cpcflop_pictiona04,画图猜词游戏 (Domark)(fr)
cpcflop_pictiona05,画图猜词游戏 (Castellano) #1
cpcflop_pictiona06,画图猜词游戏 (Castellano) #2
cpcflop_pinballm,"弹珠魔法 (Fra, 英国) (2 faces) [原作] (GAPS)"
cpcflop_pinballm01,弹珠魔法 (英国)
cpcflop_pinballm02,弹珠魔法 (Loriciels)[cr XOR][t XOR]
cpcflop_pinballm03,弹珠魔法 (Fra) (Disk 1 of 2) [a1]
cpcflop_pinballm04,弹珠魔法 (Fra) (Disk 1 of 2)
cpcflop_pinballm05,弹珠魔法 (Fra) (Disk 2 of 2) [a1]
cpcflop_pinballm06,弹珠魔法 (Fra) (Disk 2 of 2)
cpcflop_pinballm07,弹珠魔法 (Fra)
cpcflop_pinballm08a,弹珠魔法 (修改版) (1 de 2) & Bride of Frankstein (修改版) & E-Motion & Hard Drivin' (修改版)
cpcflop_pinballm09a,弹珠魔法 (修改版) (2 de 2)
cpcflop_pinballm0a,弹珠魔法
cpcflop_pinballp,威力弹珠台 (英国) [原作]
cpcflop_pinballp01,威力弹珠台 (英国)
cpcflop_pinballp02,威力弹珠台 (Mastertronic Plus)
cpcflop_pinballw,弹珠精灵 (英国)
cpcflop_pinballw01,弹珠精灵 (CP Software)
cpcflop_pinballw02,弹珠精灵 (CP Software)[a]
cpcflop_pinballw03,弹珠精灵 (英国) [a1]
cpcflop_pinballw04,弹珠精灵 (英国) [a2]
cpcflop_pinballw05,弹珠精灵 (英国) [a4]
cpcflop_pinkpant,粉红豹好莱坞冒险 (英国) (CPM) [原作]
cpcflop_pinkpant01,粉红豹好莱坞冒险 (英国)
cpcflop_pinkpant02,粉红豹好莱坞冒险 (Gremlin Graphics Software)
cpcflop_pinkpant03,粉红豹好莱坞冒险 (Gremlin Graphics Software)[cr XOR][t XOR]
cpcflop_pinkpant05,粉红豹好莱坞冒险 (Dro Soft) #2
cpcflop_pinkpant06,粉红豹好莱坞冒险 (Magic Bytes)
cpcflop_pipeline,水管大作战 (Fra) (版本 basic 1.1) (PD)
cpcflop_pipeline01,水管大作战 (英国) (版本 basic 1.1) (PD)
cpcflop_pipemani,疯狂水管 (英国) [原作]
cpcflop_pipemani01,疯狂水管 (英国)
cpcflop_pipemani02,疯狂水管 (Empire Software)
cpcflop_pipemani03,疯狂水管 (英国) [a1]
cpcflop_pipemani04,"疯狂水管 (英国, 替换版)"
cpcflop_pipemani06,疯狂水管(2)
cpcflop_pipemani07,疯狂水管
cpcflop_pirate19,海盗 (Black System)
cpcflop_pirates1,摩比海盗 (Microprose Software)(fr)(Disk 1 of 2)
cpcflop_pirates101,摩比海盗 (Microprose Software)(fr)(Disk 1 of 2)[a]
cpcflop_pirates102,摩比海盗 (Microprose Software)(fr)(Disk 2 of 2)
cpcflop_pirates103,摩比海盗 (Microprose Software)(fr)(Disk 2 of 2)[a]
cpcflop_pirates104,海盗 (1 de 2)
cpcflop_pirates2,海盗 (2 de 2)
cpcflop_piratesf,摩比海盗 (Fra) (128K) (2 faces) (版本 6128) [原作]
cpcflop_piratesf03,摩比海盗 (Fra) (Disk 1 of 2)
cpcflop_piratesf04,摩比海盗 (Fra) (Disk 2 of 2) [a2]
cpcflop_piratesu,摩比海盗 (英国) (128K) (2 faces) (版本 6128) [原作]
cpcflop_piratesu01,摩比海盗 (英国) (Disk 1 of 2) [t1]
cpcflop_piratesu02,摩比海盗 (英国) (Disk 1 of 2)
cpcflop_piratesu04,摩比海盗 (英国) (Disk 2 of 2) [t1]
cpcflop_piratesu05,摩比海盗 (英国) (Disk 2 of 2)
cpcflop_pirateuk,海盗 (英国) [Black System] [CPC]
cpcflop_pitfight,地下格斗 (英国) (2 faces) [原作]
cpcflop_pitfight01,地下格斗 (Domark)
cpcflop_pitfight02,地下格斗 (1 de 2)
cpcflop_pitfight03,地下格斗 (2 de 2)
cpcflop_platoon1,野战排 (Ocean Software)
cpcflop_platoon101,野战排 (Ocean Software)[cr GPA][t GPA]
cpcflop_platoone,野战排 (欧)
cpcflop_platoonu,野战排 (英国) (CPM) [原作] (Weak Sectors)
cpcflop_platoonu01,野战排 (英国)
cpcflop_platoonu02,野战排 (英国) [a1]
cpcflop_platoonu03,野战排 (英国) [a2]
cpcflop_plotthe1,阴谋 (Firebird Software)
cpcflop_plotting,小鸡益智方块 (英国) (Cart)
cpcflop_pokerf19,纸牌 (Fra) [Hebdogiciel]
cpcflop_pokerf1901,纸牌 (Fra) [Super Jeux Amstrad - 50 programmes de jeux en Basic]
cpcflop_pokerf1902,纸牌 (Fra) [Logistrad]
cpcflop_pokeruk1,纸牌 (英国)
cpcflop_pontoonf,"益智扑克 (Fra, 英国) [WACCI]"
cpcflop_pontoonu,益智扑克 (英国) [Alligata Software]
cpcflop_pontoonu01,益智扑克 (英国) [Cascade Games]
cpcflop_poogaboo,普加布 (Spa) (CPM) [原作]
cpcflop_poogaboo01,普加布 (Spa)
cpcflop_poogaboo02,普加布 (Opera Soft)(es)[cr GPA][t +2 GPA]
cpcflop_poogaboo03,普加布 (Opera Soft)(es)[cr GPA][t +2 GPA][a]
cpcflop_poolchal,马耳他乔的泳池挑战 (英国)
cpcflop_poolchal_c1,"马耳他乔的泳池挑战 (英国, Cracked by XOR)"
cpcflop_poolchal_c1a,"马耳他乔的泳池挑战 (英国, Cracked by XOR, 替换版)"
cpcflop_poolchal_c1b,"马耳他乔的泳池挑战 (英国, Cracked by XOR, 替换版 2)"
cpcflop_poolchal_c2,"马耳他乔的泳池挑战 (英国, Cracked by Steel McKraken & Exocet)"
cpcflop_poolchala,"马耳他乔的泳池挑战 (英国, 替换版)"
cpcflop_poolchalb,"马耳他乔的泳池挑战 (英国, 替换版 2)"
cpcflop_popeye19,大力水手 (Piranha)
cpcflop_popeye1901,大力水手 (Piranha)[a]
cpcflop_popeye21,大力水手2 (Alternative Software)[cr Grees & Chany]
cpcflop_popeye2101,大力水手2 (Alternative Software)[cr Grees & Chany][a]
cpcflop_popeye2u,大力水手2 (英国)
cpcflop_popeye3w,大力水手 3 - 疯狂摔跤 (Alternative Software)[cr NPS]
cpcflop_popeye3w01,大力水手 3 - 疯狂摔跤 (Alternative Software)[cr NPS][a]
cpcflop_popeyeuk,大力水手 (英国) (西班牙 零售 版本) [原作]
cpcflop_popeyeuk01,大力水手 (英国)
cpcflop_popupfac,酷球 (Face A)
cpcflop_popupfac01,酷球 (Face B)
cpcflop_popupfdi,酷球 (Fra) - Disk 1A
cpcflop_popupfdi01,酷球 (Fra) - Disk 1B
cpcflop_porky198,小猪历险 (Dirk B.)
cpcflop_porkyuk1,小猪历险 (英国) [PC Schneider International]
cpcflop_postmanp,邮差帕特 - 电脑游戏 (英国)
cpcflop_postmanp03,邮差叔叔 (Alternative Software)
cpcflop_postmanp07,邮差叔叔 (英国) [a1]
cpcflop_powerdri,力量漂移 (英国) (西班牙 零售 版本) [原作]
cpcflop_powerdri01,力量漂移 (英国) (英国 零售 版本) [原作]
cpcflop_powerdri02,力量漂移 (Activision)
cpcflop_powerdri03,力量漂移 (Activision)[cr Two Mag][t Two Mag]
cpcflop_powerdri04,力量漂移 (英国) [a1]
cpcflop_predator,铁血战士 (英国) (CPM) [原作]
cpcflop_predator01,铁血战士 (英国)
cpcflop_predator02,铁血战士2 (英国) (CPM) (西班牙 零售 版本) [原作]
cpcflop_predator03,铁血战士2 (英国)
cpcflop_predator04,铁血战士 (欧)
cpcflop_predator05,铁血战士2 (欧)
cpcflop_predator06,铁血战士 (Activision)
cpcflop_predator07,铁血战士 (Activision)[cr ACS]
cpcflop_predator08,铁血战士 (Activision)[cr ACS][a]
cpcflop_predator09,铁血战士2 (Image Works)[cr XOR][t XOR]
cpcflop_predator0a,铁血战士2 (演示版) (Image Works)
cpcflop_predator0b,铁血战士 (英国) [a1]
cpcflop_predator0c,铁血战士 (英国) [t1]
cpcflop_predator0d,铁血战士2 (英国) [t1]
cpcflop_predator13,铁血战士(2)
cpcflop_predator14,铁血战士
cpcflop_princeof,波斯王子 (英国) (西班牙 零售 版本) [原作]
cpcflop_princeof01,波斯王子 (英国) (英国 零售 版本) [原作]
cpcflop_princeof02,波斯王子 (Fra)
cpcflop_princeof03,波斯王子 (Broderbund Software)(fr)
cpcflop_princeof04,波斯王子 (Broderbund Software)(fr)[cr XOR][t +3 XOR]
cpcflop_princeof05,波斯王子 (Broderbund Software)
cpcflop_princeof09,波斯王子 (修改版)
cpcflop_prisonri,监狱暴动 (英国)
cpcflop_prisonri01,监狱暴动 (Players Premier Software)
cpcflop_prisonri02,监狱暴动 (Players Premier Software)[cr NPS][t NPS]
cpcflop_prisonri03,监狱暴动 (英国) [t1]
cpcflop_professi04,专业滑雪模拟器 (英国)
cpcflop_professi05,专业小轮车模拟器 - 标准 (Codemasters Plus)(Disk 1 of 2)
cpcflop_professi06,专业小轮车模拟器 - 标准 (Codemasters Plus)(Disk 2 of 2)
cpcflop_professi07,专业小轮车模拟器 - 标准 (Codemasters Plus)[t]
cpcflop_professi08,专业滑雪模拟器 (Codemasters)
cpcflop_professi09,专业滑雪模拟器 (Codemasters)[t]
cpcflop_professi0a,专业斯诺克模拟器 (Codemasters)(M3)
cpcflop_professi0b,专业斯诺克模拟器 (Codemasters)(M3)[cr NPS]
cpcflop_professi12,专业滑雪模拟器 (英国) [t1]
cpcflop_progolfs,职业高尔夫模拟器 (英国)
cpcflop_progolfs01,职业高尔夫模拟器 (Codemasters)
cpcflop_progolfs02,职业高尔夫模拟器 (Codemasters)[a]
cpcflop_progolfs03,职业高尔夫模拟器 (英国) [a1]
cpcflop_proskate,专业滑板模拟器 (英国)
cpcflop_proskate01,专业滑板模拟器 (Codemasters)[cr JP][t JP]
cpcflop_proskate02,专业滑板模拟器 (Codemasters)[t]
cpcflop_proskate03,专业滑板模拟器 (英国) [h1]
cpcflop_protenni,职业网球 (英国) (西班牙 零售 版本) [原作]
cpcflop_protenni01,职业网球 (英国) (英国 零售 版本) [原作] (GAPS)
cpcflop_protenni02,职业网球 (英国)
cpcflop_protenni03,职业网球模拟器 (英国)
cpcflop_protenni06,职业网球模拟器 (Codemasters)
cpcflop_protenni07,职业网球模拟器 (Codemasters)[cr Tom & Jerry]
cpcflop_psychoho,神经病霍珀 (英国)
cpcflop_psychoho01,神经病霍珀 (Mastertronic Plus)
cpcflop_psychoho02,神经病霍珀 (Mastertronic Plus)[cr Two Mag][t Two Mag]
cpcflop_psychoho03,神经病霍珀 (英国) [t1]
cpcflop_psychopi02,小猪惊魂 U.X.B. (US Gold)
cpcflop_psychopi03,小猪惊魂 U.X.B. (US Gold)[a]
cpcflop_psychoso,超能力战士 (英国)
cpcflop_psychoso01,超能力战士 (Imagine Software)[cr ACS][t ACS]
cpcflop_psychoso02,超能力战士 (Imagine Software)[cr ACS][t ACS][a]
cpcflop_pubtrivi,酒馆琐事 (英国)
cpcflop_pubtrivi01,酒馆琐事 (Codemasters)
cpcflop_pulsoid1,脉冲星 (Mastertronic)
cpcflop_pulsoid101,脉冲星 (Mastertronic)[a]
cpcflop_pulsoidu,脉冲星 (英国)
cpcflop_pulsoidu01,"脉冲星 (英国, 替换版)"
cpcflop_punchy19,消灭潘希 (Mr. Micro - Amsoft)
cpcflop_punchyuk,消灭潘希 (英国) [原作]
cpcflop_punchyuk01,消灭潘希 (英国)
cpcflop_punishme,惩罚 (英国) (PD) (版本 1.0) [UTILITAIRE]
cpcflop_puzzle19,谜题 (Thorsten Meier)(de)
cpcflop_puzzlef1,谜题 (Fra) (PD)
cpcflop_puzzleg1,谜题 (Ger) (PD)
cpcflop_puzzleg101,谜题 (Ger) [a1]
cpcflop_puzzles1,谜题 (Spa)
cpcflop_puzznic1,连锁解密 (Ocean Software)[t +2]
cpcflop_puzznich,连锁解密 (修改版) & Locomotion
cpcflop_puzznico,连锁解密 (Ocean)
cpcflop_puzznicu,连锁解密 (英国) (西班牙 零售 版本) [原作]
cpcflop_puzznicu01,连锁解密 (英国) (英国 零售 版本) [原作]
cpcflop_puzznicu02,连锁解密 (英国)
cpcflop_puzznicu03,连锁解密 (英国) [a1]
cpcflop_puzznicu04,"连锁解密 (英国, 替换版)"
cpcflop_pyjamara,睡衣 (英国) [Amsoft] [原作]
cpcflop_pyjamara01,睡衣 (英国) [Amsoft]
cpcflop_pyjamara02,睡衣 (英国) [Mikro-Gen] [原作]
cpcflop_pyjamara03,睡衣 (英国) [Mikro-Gen]
cpcflop_pyjamara04,睡衣 (Mikro-Gen - Amsoft)
cpcflop_pyjamara05,睡衣 (Mikro-Gen - Amsoft)[a]
cpcflop_pyramidf,金字塔 (Fra) [CPC Infos]
cpcflop_python19,大蟒蛇 (Chip)(fr)
cpcflop_python1901,大蟒蛇 (Chip)(fr)[t]
cpcflop_python1902,大蟒蛇 (Malaga)(es)
cpcflop_pythonf1,大蟒蛇 (Fra)
cpcflop_pythons1,大蟒蛇 (Spa)
cpcflop_q10tankb,坦克克星 Q10 (英国)
cpcflop_q10tankb03,坦克克星 Q10 (英国) [a1]
cpcflop_qos,运动问答 (英国)
cpcflop_qos_c1,"运动问答 (英国, Cracked by Maze Soft)"
cpcflop_qos_c1a,"运动问答 (英国, Cracked by Maze Soft, 替换版)"
cpcflop_quartet1,星战四人组 (Activision)[cr Mc Spe]
cpcflop_quartete,星战四人组 (欧) - 西班牙语 发行版
cpcflop_quartete01,星战四人组 (欧)
cpcflop_quartetu,星战四人组 (英国) (CPM) [原作]
cpcflop_quartetu01,星战四人组 (英国)
cpcflop_quickdra,快枪手麦格罗 (英国)
cpcflop_quickdra01,快枪手麦格罗 (Hi-Tec Software)[cr Tom & Jerry][t Tom & Jerry]
cpcflop_quickdra02,快枪手麦格罗 (Hi-Tec Software)[cr Tom & Jerry][t Tom & Jerry][a]
cpcflop_raceagai,与时间赛跑 (Codemasters Plus)
cpcflop_racethe1,比赛 (Edmund Spicer)
cpcflop_racethe101,比赛 (Players Premier Software)[cr GPA][t GPA]
cpcflop_racetheu,比赛 (英国) [T+Pol]
cpcflop_rainbowi,彩虹岛 (英国) (西班牙 零售 版本) (CPM) [原作]
cpcflop_rainbowi01,彩虹岛 (英国) (英国 零售 版本) [原作] (Weak Sectors)
cpcflop_rainbowi02,彩虹岛 (英国)
cpcflop_rainbowi03,彩虹岛 (欧)
cpcflop_rainbowi06,泡泡的故事 2 - 彩虹岛 (Ocean Software)
cpcflop_rainbowi07,泡泡的故事 2 - 彩虹岛 (Ocean Software)[cr CACH][t CACH]
cpcflop_rainbowi08,泡泡的故事 2 - 彩虹岛 (Ocean Software)[cr XOR][t XOR]
cpcflop_rainbowi09,彩虹岛 (英国) [a1]
cpcflop_rainbowi0a,彩虹岛 (英国) [t1]
cpcflop_rainbowi0c,彩虹岛(2)
cpcflop_rainbowi0d,彩虹岛(3)
cpcflop_rainbowi0e,彩虹岛
cpcflop_rallycro,纵横拉力 (英国) (西班牙 零售 版本) [原作]
cpcflop_rallycro01,纵横拉力 (英国)
cpcflop_rallycro02,纵横拉力 (Anco Software)[cr XOR][t XOR]
cpcflop_rallycro03,纵横拉力 (Anco Software)[cr XOR][t XOR][a]
cpcflop_rallycro04,纵横拉力 (英国) [t1]
cpcflop_rallyf19,拉力赛 弹珠台 (Fra) [CPC]
cpcflop_ram1990t,绝地任务 (Topo Soft)(es)[cr JLCS]
cpcflop_rambo3uk,兰博3 (英国) [t1]
cpcflop_rambofir,兰博 - 第一滴血 II (英国)
cpcflop_rambofir01,兰博 - 第一滴血 II (Ocean Software)
cpcflop_ramboiii,兰博 3 (英国) (西班牙 零售 版本) [原作]
cpcflop_ramboiii01,兰博 3 (英国) (英国 零售 版本) [原作]
cpcflop_ramboiii02,兰博 3 (Ocean Software)[cr CACH]
cpcflop_ramboiii03,兰博 3 (Ocean Software)[cr GPA]
cpcflop_ramboiii04,兰博 3
cpcflop_rampage1,怪兽大毁灭 (Activision)[cr Mc Spe]
cpcflop_rampage101,怪兽大毁灭 (Activision)[cr XOR][t XOR]
cpcflop_rampaged,怪兽大毁灭
cpcflop_rampageu,怪兽大毁灭 (英国) (CPM) [原作]
cpcflop_rampageu01,怪兽大毁灭 (英国)
cpcflop_rampageu02,怪兽大毁灭 (英国) [a1]
cpcflop_rams1990,记忆体 (Spa)
cpcflop_ranarama,堡垒防卫战 (英国) [原作]
cpcflop_ranarama01,堡垒防卫战 (英国)
cpcflop_ranarama03,"堡垒防卫战 (英国, 替换版)"
cpcflop_rastan19,王者之剑加强版 (Imagine Software)(Side A)
cpcflop_rastan1901,王者之剑加强版 (Imagine Software)[t +2]
cpcflop_rastands,王者之剑加强版
cpcflop_rastanuk,王者之剑加强版 (英国) (2 faces) (CPM) [原作] (Weak Sectors)
cpcflop_rastanuk01,王者之剑加强版 (英国) (2 faces)
cpcflop_raththa1,拉斯特 (Positive)(es)
cpcflop_raththas,拉斯特 (Spa)
cpcflop_realghos,捉鬼特工队 (Activision)(Disk 1 of 2)
cpcflop_realghos01,捉鬼特工队 (Activision)(Disk 1 of 2)[cr Kev]
cpcflop_realghos02,捉鬼特工队 (Activision)(Disk 2 of 2)[cr Kev]
cpcflop_realm19x,王国领域 (Firebird Software)
cpcflop_reckless,鲁弗斯 (英国)
cpcflop_reckless01,鲁弗斯 (Alternative Software)
cpcflop_redheat1,红场特警 (Ocean Software)
cpcflop_redheat101,红场特警 (Ocean Software)[cr NPS][t +3 NPS]
cpcflop_redheatc,红场特警 (Cara A)
cpcflop_redheatc01,红场特警 (Cara B)
cpcflop_redheath,红场特警 (修改版) & Sorcery
cpcflop_renegade,热血硬派 (英国) [Kuma]
cpcflop_renegade01,热血硬派 (英国) (西班牙 零售 版本) [Imagine Software] [原作]
cpcflop_renegade02,热血硬派 (英国) (v2)
cpcflop_renegade03,热血硬派 (英国) [Imagine Software] [原作] (Weak Sectors)
cpcflop_renegade04,热血硬派 (英国) [Imagine Software]
cpcflop_renegade06,热血硬派 III - 最终章 (英国) (CPM) (英国 零售 版本) [原作] (Weak Sectors)
cpcflop_renegade07,热血硬派 III - 最终章 (英国) (西班牙 零售 版本) [原作]
cpcflop_renegade08,热血硬派 III - 最终章 (欧)
cpcflop_renegade09,热血硬派 (Kuma Computers)
cpcflop_renegade0a,热血硬派 (Kuma Computers)[cr XOR][t XOR]
cpcflop_renegade0b,热血硬派 (Imagine Software)
cpcflop_renegade0c,热血硬派 (Imagine Software)[a]
cpcflop_renegade0d,热血硬派 (Imagine Software)[cr XOR][t XOR]
cpcflop_renegade0e,热血硬派 II - 目标叛徒 (Imagine Software)
cpcflop_renegade0f,热血硬派 II - 目标叛徒 (Imagine Software)[cr XOR][t +2 XOR]
cpcflop_renegade10,热血硬派 III - 最终章 (Imagine Software)
cpcflop_renegade11,热血硬派 III - 最终章 (Imagine Software)[cr Micro Mirage]
cpcflop_renegade12,热血硬派 III - 最终章 (Imagine Software)[cr NPS][t +2 NPS]
cpcflop_renegade13,热血硬派 (英国) [a1]
cpcflop_renegade14,热血硬派 (英国) [a2]
cpcflop_renegade15,热血硬派 (英国) [t1]
cpcflop_renegade16,热血硬派 (英国)
cpcflop_renegade19d,热血硬派
cpcflop_renegade1ac,热血硬派(2)
cpcflop_rescatea,救援亚特兰蒂斯 (Spa) (CPM) [原作]
cpcflop_rescatea01,救援亚特兰蒂斯 (Spa)
cpcflop_rescatea02,救援亚特兰蒂斯 (Spa) [a1]
cpcflop_rescatea03,救援亚特兰蒂斯 (Spa) [a2]
cpcflop_rescatea04,救援亚特兰蒂斯 (1 de 2)
cpcflop_rescatea05,救援亚特兰蒂斯 (2 de 2)
cpcflop_rescuemi,救援任务 (Fra) [LMC] [CPC]
cpcflop_rescuemi01,救援任务 (Fra) [LMC] [Tilt] [Bugs]
cpcflop_rescuemi02,救援任务 (Fra) (PD)
cpcflop_returnof01,星际大战-绝地大反攻 (英国)
cpcflop_returnof04,星际大战-绝地大反攻 (Domark)
cpcflop_returnof05,星际大战-绝地大反攻 [a]
cpcflop_returnof06,星际大战-绝地大反攻
cpcflop_reversi,"迷你黑白棋 (英国, Fra)"
cpcflop_reversi1,迷你黑白棋 (fr)
cpcflop_reversia,"迷你黑白棋 (英国, Fra, 替换版)"
cpcflop_reversig,迷你黑白棋 (Ger) [CPC + PC Schneider International]
cpcflop_rex1988m,雷克斯 (Martech Games)
cpcflop_rexdsk,雷克斯
cpcflop_rexedsk,雷克斯 (欧)
cpcflop_rexuk198,雷克斯 (英国) [原作]
cpcflop_rexuk19801,雷克斯 (英国)
cpcflop_rickdang,危险的里克 (英国) (CPM) [原作]
cpcflop_rickdang01,危险的里克 (英国) (Patch CPC+)
cpcflop_rickdang02,危险的里克 (英国)
cpcflop_rickdang06,危险的里克 (欧)
cpcflop_rickdang08,危险的里克 (Firebird Software)[cr Les Cafes Kids Crackers]
cpcflop_rickdang0c,危险的里克 (英国) [h2]
cpcflop_rickdang0d,危险的里克 (英国) [h3]
cpcflop_rickdang0e,危险的里克 2 (英国) [a1]
cpcflop_rickdang0f,危险的里克 2 (英国) [t1]
cpcflop_rickdang13a,危险的里克 (修改版) #1
cpcflop_rickdang14,危险的里克 (修改版) #3
cpcflop_rickdang15,危险的里克 2
cpcflop_rickdang18,危险的里克
cpcflop_ricochet,跳弹 (英国) [Blaby Computer Games]
cpcflop_ricochet01,跳弹 (英国) [Firebird]
cpcflop_ricochet02,跳弹 (Blaby Computer Games)
cpcflop_ricochet03,跳弹 (Firebird Software)
cpcflop_ricochet04,跳弹 (Firebird Software)[a]
cpcflop_ricochet05,跳弹 (英国) [a1]
cpcflop_ricochet06,跳弹 (英国) [a2]
cpcflop_ridingth,激流骑行 (英国)
cpcflop_ridingth01,激流骑行 (Players Software)
cpcflop_ridingth02,激流骑行 (英国) [a1]
cpcflop_riskg199,危机 (Ger)
cpcflop_riskg19x,"危机 (Ger, 替换版)"
cpcflop_roadblas,爆裂赛车 (英国) (西班牙 零售 版本) [原作]
cpcflop_roadblas01,爆裂赛车 (英国) (英国 零售 版本) [原作]
cpcflop_roadblas02,爆裂赛车 (英国)
cpcflop_roadblas03,爆裂赛车 (US Gold)(Disk 1 of 2)
cpcflop_roadblas04,爆裂赛车 (US Gold)(Disk 2 of 2)
cpcflop_roadblas05,爆裂赛车 (US Gold)
cpcflop_roadblas06,爆裂赛车 (英国) [t1]
cpcflop_roadrunn,哔哔鸟与歪心狼 (英国) [原作]
cpcflop_roadrunn01,哔哔鸟与歪心狼 (英国)
cpcflop_roadrunn02,路行者和狼 (英国)
cpcflop_roadrunn03,哔哔鸟与歪心狼 (欧)
cpcflop_roadrunn04,哔哔鸟与歪心狼 (US Gold)
cpcflop_roadrunn05,路行者和狼 (Hi-Tec Software)
cpcflop_roadrunn06,路行者和狼 (Hi-Tec Software)[cr GPA]
cpcflop_roadrunn07,哔哔鸟与歪心狼 (英国) [h1]
cpcflop_roadrunn08,哔哔鸟与歪心狼 (英国) [a1]
cpcflop_robinhoo,罗宾汉 - 传奇任务 (英国)
